# x y
10.9224 5.12698 1
-11.8514 2.56817 1
5.6421 -4.98699 2
13.6111 -2.20161 2
6.20616 8.17532 1
-4.7422 6.67421 1
1.73575 -4.32486 2
11.8408 -2.8906 2
1.78401 10.4543 1
-6.66812 10.9085 1
2.03568 1.15159 2
18.2882 -1.81573 2
3.80272 10.0276 1
-6.84768 10.0089 1
4.79703 -6.58988 2
10.9068 -7.34125 2
2.49878 8.62195 1
-11.573 4.53561 1
6.90236 -7.61824 2
13.4667 -2.01688 2
4.87769 9.88323 1
-6.66296 8.68041 1
6.30419 -4.60095 2
18.3197 0.397367 2
8.9422 2.15766 1
-5.72136 11.441 1
-0.779614 0.705617 2
12.9766 -6.61384 2
4.55468 8.92671 1
-5.17968 10.592 1
8.08042 -6.45381 2
18.334 -0.615395 2
8.05475 3.65377 1
-10.218 3.99695 1
2.76623 -0.414516 2
12.2049 -6.78845 2
6.44077 9.88618 1
-8.89779 4.98145 1
0.252978 0.207374 2
17.5984 1.82263 2
1.98107 9.51793 1
-1.63117 10.3151 1
7.86667 -4.68593 2
10.9689 -7.35135 2
8.31296 9.87655 1
-5.99847 10.6558 1
2.54686 -4.82255 2
21.5694 3.36891 2
12.9714 0.702748 1
-11.317 0.940274 1
9.9459 -6.9999 2
17.7206 2.65516 2
4.66824 7.18231 1
-7.53259 5.88349 1
1.06396 3.70468 2
16.9005 -4.84482 2
9.72152 8.17583 1
-0.460472 9.72144 1
1.33056 -1.46436 2
12.1316 -5.79015 2
11.5563 1.00093 1
-8.44619 3.22457 1
1.81676 2.02122 2
19.1081 0.880727 2
0.964093 8.22994 1
-2.90753 8.46472 1
6.35945 -2.09939 2
19.3505 3.52735 2
6.12928 7.70302 1
-4.37256 11.0199 1
5.51574 -2.78026 2
20.8322 1.95941 2
8.78119 6.27835 1
-6.26517 3.96442 1
0.742866 2.62677 2
18.0837 4.46876 2
5.38179 9.04779 1
-8.76117 8.28932 1
2.08162 -3.15305 2
19.4995 0.731132 2
9.6257 2.62877 1
-8.49069 3.34445 1
3.07827 3.86063 2
13.3865 -6.40599 2
8.91962 1.21862 1
-7.49698 7.71175 1
1.33476 1.24589 2
20.085 1.25107 2
12.7967 0.0465215 1
-10.7561 4.30923 1
8.42514 -3.91521 2
14.9898 -5.06556 2
11.2049 2.64613 1
-10.3175 7.12455 1
6.13525 -6.76412 2
16.4759 -2.49059 2
11.2395 6.40118 1
-6.02761 11.0362 1
3.55229 1.21631 2
12.3455 -3.89432 2
9.45815 1.80776 1
-7.84041 6.40148 1
5.77751 -7.11464 2
16.449 0.645368 2
5.12625 8.56481 1
-7.91548 3.36578 1
8.59797 -3.4137 2
17.5864 1.549 2
6.73029 2.70197 1
-7.24829 5.54059 1
-0.789207 -0.127049 2
19.4817 -3.3025 2
11.6683 1.76897 1
-11.2474 1.22095 1
6.07708 -3.54256 2
20.5182 3.28787 2
5.9503 10.1513 1
-8.99699 5.75328 1
8.45155 -2.66528 2
17.5223 -1.88869 2
7.73559 4.70492 1
-3.95571 11.5534 1
2.07352 -1.83471 2
18.046 -2.75055 2
3.03753 10.7875 1
-12.0085 2.20544 1
-0.748002 1.21923 2
14.6435 -6.41761 2
4.47526 10.5938 1
-8.5689 0.472256 1
6.6529 -5.11734 2
12.5743 -2.96175 2
1.42652 8.76987 1
-6.927 2.01141 1
2.77983 4.81047 2
14.9428 0.031827 2
3.9703 9.5863 1
-3.38578 8.44557 1
0.927974 0.944644 2
18.3966 4.92194 2
6.92848 10.9708 1
-8.03981 8.355 1
3.25931 -0.209218 2
14.708 -4.34527 2
0.826288 8.91438 1
-2.43901 8.04646 1
0.896086 -2.3818 2
18.493 0.928016 2
11.5052 2.42144 1
-11.7542 2.48445 1
4.87122 -4.17887 2
13.0305 -7.04549 2
6.42729 7.18339 1
-12.1661 4.21904 1
1.70898 -4.87121 2
13.4162 -2.85692 2
5.36227 7.95575 1
-7.75969 8.39282 1
2.99877 3.07155 2
17.5273 4.57148 2
9.11183 6.73596 1
-10.8239 6.69564 1
-0.586569 -0.00055933 2
18.2895 -0.877591 2
0.226936 9.32876 1
-7.45837 10.5683 1
2.42513 -0.807653 2
18.33 -2.76464 2
9.5932 6.01708 1
-5.7013 11.0576 1
5.6636 -1.97765 2
21.7622 1.65139 2
7.2902 7.20783 1
-8.08817 2.48336 1
3.78651 0.318634 2
12.739 -2.88505 2
11.2506 1.42711 1
-8.40476 7.70499 1
1.2048 -2.75243 2
10.7652 -2.29133 2
7.32703 3.15414 1
-0.117955 12.008 1
2.18145 -5.01892 2
16.3404 -5.33801 2
11.4687 4.75836 1
